CompanyName,AuthorEmploymentStatus,AuthorJobRole,AuthorLocation,Pros,Cons,ReviewDate,ReviewMainText,ReviewTitle,OverallRating
Roche,, ,"Nutley, NJ",I worked here as an intern and they provided a very good learning experience with many opportunities to talk to leaders in the company.,The company went through some rough times laying people off so unfortunately I was not able to return for another internship.  Many people I met who worked there were laid off.,6-Aug-11,I worked at Roche ,"""Very good environment for an intern""",3
Roche,,Research Associate III ,"Palo Alto, CA",A long history of a good work environment with good manager support and reasonable expectations and rewards.,Until recently the positions were stable and changes resulted in reassignment of personnel rather than downsizing.  More recently company has taken downsizing as a standard practice which is more inline with other pharmaceutical companies.,4-Aug-11,I worked at Roche ,"""Uneven,  Depends on current top management personalities and beliefs which can swing to extremes.""",4
Roche,,Marketing Manager ,"Indianapolis, IN","- Good pay
- Good overall benefits package
- Smart people
- Large company environment (a pro and con)
- Inept senior leadership in some areas","- Very little recognition of work/life balance. I have noticed others pointing to this as a ""pro"". Not at all the case in my department so obviously varies by business unit/department. Sr. management used to at least give this lip service, now does not even mention it. In fact was told some time ago that the ""expectation"" was that everyone should be working at least 50-60  hours/week.
- Significantly underresourced - both with budget and people - for the things the company wants to accomplish. We move forward with intiaitives that are bound to fail because there is not enough money or time to do them right.
- Very ""old school"". Little innovation happening. When innovation or a new approach is proposed, it is like pushing a large boulder up a hill to get understanding and buy-in.
- Very few opportunities for advancement once you reach a certain level.",22-Jul-11,I have been working at Roche ,"""All the right pieces, but can't put it all together""",2
Roche,,Manager ,"Tucson, AZ",The company is growing so rapidly that those who have ability are promoted and given responsibilities commensurate to their ability level.,Those who have been at the company a long time are perhaps at a level of responsibility that is above their ability.,17-Jul-11,I have been working at Roche ,"""Lots of opportunity and very fast change as the company evolves from a small group of cowboys into a large company.""",4
Roche,, ,"Florence, SC","Good Salary, Great Benefits, Good employees.","- Every site in the company tries to compete against the others, and management supports this.
- Senior Management cannot make even the simplest decisions.
- Office Politics are killing the company.
- Management needs a vision of where they want the company to go.  You can't be the best and the cheapest at the same time.",15-Jul-11,I have been working at Roche ,"""Too Much Polotics, Terrible Management""",2
Roche,, ,"Indianapolis, IN","Co-workers are passionate about the customers we serve
Flexibility depending on your job or department
Opportunities to travel internationally and to relocate globally
Well-repsected within the community","So many CEOs in the last few years you lose count
No consistency, long-term strategy or vision b/c of constant turnover at the top. The 2 senior executives who survived >20 years probably should be gone-they exist to maintain the status quo
Need innovation in products to compete globally--and fix potential LT problems with lingering FDA issues
The ""Old Boys"" rule this place and it seems very accepted. Women are barely tolerated and 2 minority men in senior mgmt is the company's claim to diversity and no one seems to see that as a problem.",11-Jul-11,I worked at Roche ,"""A Place with So Much Potential""",3
Roche,,Project Manager ,"Indianapolis, IN","Challenging projects
Very competent and diverse work force
Very good overall compensation
Company is well positioned in the current global environment
International opportunities exist for those who are interested","Roche is a very conservative organization that is heavily regulated in the US and the rest of the world.  This limits product development cycles and overall project timelines and budgets.  Career growth can be limited and there does exist the possibility to be ""pigeon-holed"" into assignments for long periods of time.",20-Jun-11,I have been working at Roche ,"""Great company to work for where products help people with real health issues.""",5
Roche,,Account Executive ,"Indianapolis, IN","pension, benefits, work life and company culture",to concentrated on numbers and not people,21-Jun-11,I worked at Roche ,"""good""",2
Roche,, ,"Nutley, NJ",Company support employees career development,due to global working pattern in all phases work-life balance is impacted,20-Jun-11,I have been working at Roche ,"""Excellent place to work.""",4
Roche,,Senior Systems Engineer ,"Pleasanton, CA","Innovative Products, Good work culture, Friendly Peers, Good Benefits, Fringe foreign business trips, Long term career stability, Financially strong company","Low Salary to Employees, Hierarchical, Politics, Poor Employee Recognition of Work, Controlling IT environment, Poor Design Quality Assurance and Management",5-Jun-11,I have been working at Roche ,"""Good""",2
Roche,, ,"Indianapolis, IN",Health benefits package are best around,"Very political and difficult to move up.  Lots of ""Cilos"" between functional groups. operates as several separate companies within a company.  Many layers of leadership teams - none connected with actual work.",15-May-11,I have been working at Roche ,"""Better but not Stellar""",4
Roche,, ,"Indianapolis, IN",Good cross-functional cooperation between groups in multiple countries.  Management willing to listen to ideas.  Attention to work-life balance.  Good benefits package.,"as in most companies, it is who you know, not always what you know.  Too much focus on making money, sometimes to the point of risking the business.",3-May-11,I worked at Roche ,"""good company to work for""",4
Roche,,IT Specialist ,"Indianapolis, IN","Benefits are similar to other companies
Competitive pay
Low expectations of employees, easy to succeed
Conveniently located off of I-69","No concept of team locally, teams are spread out all over the world.  Many people work alone.
Functional managers are often in another country and really don't care about your career goals, you are just filling a headcount for them.
Training is a joke, once you are working no additional training is provided.  Goes back to the manager in a different country just needing to fill the headcount.",25-Apr-11,I have been working at Roche ,"""Global Infrastructure is poorly managed and very disorganized""",3
Roche,,Planner/Buyer ,"Indianapolis, IN","At Roche, you can establish a long term career while improving as a professional. I worked there for over 10 years. Management is respectful and caring for the most part. You can also establish great relationships with colleagues. The people at Roche maintain a high level of integrity.",Politics are evident and can get in the way at times. There are still some areas that use the blame game as a means of evading responsibility.,16-Apr-11,I worked at Roche ,"""Great place for growth""",4
Roche,, ,"Indianapolis, IN","- solid, stable, respectable company
- friendly, yet professional corporate environment
- career development and advancement is encouraged
- generous health care and retirement benefits (which most U.S. companies no longer provide)
- generous vacation, sick day and personal day allowances
- good morale among employees
- challenging and interesting work
- good feedback provided on work performance and goals
- long-term loyalty among many employees
- promote from within (many senior managers started out in entry-level positions)
- opportunity to work alongside and learn from very bright and skilled people
- company puts their money where their mouth is, in terms of community service and charitable giving; they do a lot of good for the community/environment and encourage employees to do the same","- can be difficult to get foot in the door (some positions are initially hired as temp workers)
- corporate red tape (typical of many companies this size) and being in an FDA-regulated industry means change is slow to occur, and processes can become bogged down/inefficient.",6-Mar-11,I have been working at Roche ,"""Solid, respectable company; treats employees very well and provides generous benefits""",5
Roche,, ,"Nutley, NJ",Opportunities to train and get further education abound. Excellent infra-structure.,"No downsides specific of Roche, but as with any large corporation, change may take some time to happen, upward mobility in promotion ranks can be slow. had excellent managers and others not so good.",19-Feb-11,I have been working at Roche ,"""Great place to work""",5
Roche,,Manager ,"Nutley, NJ","Knowledge sharing between departments and collaboration with colleagues was always excellent.  Good communication between global teams using very modern technology.  Up to date tools and always process improvement on an ongoing basis.  Telecommuting was excellent, dependent on the department and the type of job you had it was possible to negotiate some work from home time.  Very accomodating with work-life balance.  Exceptional benefits,",Since GNE integration the management structure is not as secure as in previous years.  Not always willing to acknowledge star performers due to the budget.    Found merit reviews were always depressing and fell short of expectations since everyone is really thrown into one budget bag and it is then divided.,7-Feb-11,I have been working at Roche ,"""Used to be an excellent company""",4
Roche,,Sourcing Specialist ,"Palo Alto, CA",The campus was beautiful. Local Management was good. Training was encouraged. My department consisted of great co-workers who worked well in teams.,The headquarters in Basel were frustrating to work with. The North American headquarters in Nutley were frustrating to work with.,31-Jan-11,I worked at Roche ,"""Very satisfactory at the site leve, but frustrating at the global level due to excess bureaucracy.""",4
Roche,,Project Manager ,"Indianapolis, IN",Employees are treated fairly.  The business is profitable.  Money does not seem to be an issue.,Changes and improvements take a long time.  Many areas of waste.  Very weak management.,27-Jan-11,I have been working at Roche ,"""Stable and slow paced work environment""",4
Roche,,Scientist ,"Florence, SC","Great benefits
Great pay for the cost of living of the area
Good work/life balance (this is direct manager dependant, however)
Decent opportunity for career advancement","Poor mid to upper management (never get the feeling they are being up-front and honest, merely a speaker phone to their managers)
Inter-office politics are extremely bad
Poor structure of management (ie one person responsible for projects, but not a direct manager of the employees working on the project) leads to inefficient decision making and accountablility",18-Jan-11,I have been working at Roche ,"""Decent employer""",3
Roche,, ,"Florence, SC",Location is close to the beach and there is a lot to do outdoors.  The work is interesting and satisfying.  The cost of living here is very low.,Old Boys club.  Management needs better direction.  Plenty of low performers.,17-Jan-11,I have been working at Roche ,"""Good place in the middle of no where.""",3
Roche,,Manager Business Development ,"Indianapolis, IN","Good pay, excellent work/life balance, opportunities to grow",US division doesn't have a lot of power in how the business is run,12-Jan-11,I worked at Roche ,"""Great place to work""",4
Roche,, ,"New York, NY","opportunities for growth, benefits and other perks","average salary, and low compensation",4-Jan-11,I have been working at Roche ,"""pleasant""",4
Roche,,Service Manager ,"Clifton, CO","Located close to NYC
If you like to travel this is a good place to work
Salary ranges are high compared to other local companies","Constant Re-org
The people that work any besides Switzerland are treating as ""red headed step children""
Forced ranking on reviews
Documentation heavy
Very Political",19-Jan-11,I have been working at Roche ,"""The ongoing re-org""",1
Roche,,Accountant ,"Nutley, NJ",It is a good company to work for. It offers a great opportunity for career growth/development.,It has a very busy/ hectic working environment.,5-Dec-10,I have been working at Roche ,"""Nice place to work for.""",4
Roche,,Bioservices Lead ,"Palo Alto, CA","Roche Palo Alto had such a beautiful campus. Most importantly, the company had intelligent, hard working, and pleasant employees which made it so easy to come to work everyday. Roche offers careers across the U.S. and around the world for people with passion who are looking for great satisfaction and great reward from their work.","Management needed to communicate more efficiently and it was very unfortunate that with the site closure, a lot of employees were dissatisfied with the communications regarding the events leading up to the closure.",1-Nov-10,I worked at Roche ,"""Very satisfied at work""",4
Roche,, ,"Indianapolis, IN","Good work/life balance
Fair amount of comraderie
Good benefits
Good working conditions","Incompetant management
Constantly changing directions
Low level behavioral expectations
Rewarding of poor performers to ""get rid of the problem""",26-Oct-10,I have been working at Roche ,"""Over a decade; things have changed""",3
Roche,, ,"Nutley, NJ","Great benefits (health, dental, life), on site health care facility of licensed nurses and doctors, their own fire dept, great cafeterias, family time atmosphere",Company relied on past products and did not look to add products to the pipeline. Employee benefits reduced due to economy but still ahead of others in clubs and activites they offer and sponsor,23-Oct-10,I have been working at Roche ,"""IT view of ROche""",4
Roche,, ,"Indianapolis, IN","Work life balance, good resources and talented colleagues.  Trust between management and employees are good.  Very transparent in communicating changes and what's happening in the industry.","Maybe true to all big companies, some times it involves several departments to address one issue that could be well addressed by a single department.  This makes you feel efficiency needs to be improved.",30-Sep-10,I have been working at Roche ,"""Roche Pros/cons""",5
Roche,,Scientist ,"Palo Alto, CA","The scinece has high quality and standards.
Good benefit structure.
Good focus on overall corporate wellbeing, employee teambuilding etc.",Upper managment in Basel is disconnected from the strategy in Palo Alto. Hence the site is getting the short end of the stick - as was evidend with the decision to close it and dispand two well established and qualified therapy areas.,20-Sep-10,I worked at Roche ,"""Great place - lacking pull in the overall Roche machinery""",4
Roche,,Scientist ,"Nutley, NJ",Family oriented company.  Can maitain the work life balance.  New benefits are great.  No complain,Too crowded and very chaotic these days.  lab space is very limited as palo Alto people moved in.  After the headquarter move to San Francisco the stablity of this site is not sure.,20-Sep-10,I have been working at Roche ,"""Was Great place to work before""",3
Roche,, ,"Nutley, NJ",Good culture?work time flexable?pay little higher,benefit not good? not easy to promote,23-Aug-10,I have been working at Roche ,"""not bad for work""",4
Roche,,Scientist ,"Pleasanton, CA","The bench work scientists are an educated and highly devoted group of individuals.  They are a team oriented group of workers.  

Benefits are good and Roche is a very stable company.","Mid Level Managers / Supervisors were not very knowledgeable about detailed aspects of the tests.  Many of the mid level supervisors were good at delegated assignments but did not input much of the technical knowledge.  A large percentage of supervisors are hired from outside companies and very rarely promoted from within Roche.

Roche employs a large percentage of contract workers.  Many hope to secure a permanent full time position but few do.",11-Aug-10,I worked at Roche ,"""Roche Pleasanton, CA""",2
Roche,,Research Associate ,"Nutley, NJ","Global envirenmont, Good benefits packages. Most employees are life long Roche employees",Managment no longer has the experience & knowledge to keep up with the needs & education of their employees. New employees & recently promoted tend to be lost in the shuffle. Lack of mentorship,6-Aug-10,I have been working at Roche ,"""Designed for failure""",2
Roche,,CRA ,"Indianapolis, IN",Started out as a great position until new management came into play.,"Trust your instincts if you're going through the interview process.  If the manager seems like a phoney, she probably is!  The one I worked under was very belittling, didn't keep her word, played backstabbing games and had unethical practices!",22-Aug-10,I worked at Roche ,"""Trust your Instincts""",1
Roche,, ,"Nutley, NJ","1- Global company with diverse employees.
2- Great benefit package.
3- Above average compensation.","1- Constantly reorganizing and changing position titles and job descriptions.
2- No clear objectives or goals.
3- Recent layoff of employees due to Gennentech acquisition.",27-Jul-10,I worked at Roche ,"""Ever Changing, Nonstop!""",4
Roche,, ,"Palo Alto, CA",Wonderful opportunities for collaborative science and medicine across company divisions.,Opaque management and cryptic decisions lead to total lack of confidence.,14-Jul-10,I have been working at Roche ,"""Great opportunities but poor leadership""",3
Roche,,Programmer ,"Palo Alto, CA","Big name company in the pharma field
Lots of training chances and materials if you are willing to learn
nice office and location","bad cafe foods
tasks over-predefined and no more room to apply advanced programming skills
doing some silly programming jobs most of the time by just clicking the buttons with minimum debugging info
too many TC, especially early morning TC for employee in USA
some first-line managers are really bad at managing people, always discouraging or distracting their hardworking employee even when they got a task done with surprisingly good results. Maybe those managers are pessimistic and under pressure thus make the team as unhappy as her/him",25-Jul-10,I have been working at Roche ,"""a place with no technical growth""",1
Roche,,Scientist ,"Tucson, AZ",Great working environment. Good people who enjoy what they do and work well together. Hard work and initiative is recognized by management.,"If you do not do well with change this may not be the place to work. There are frequent reorgs, not to the point of disruption, but at least once a year.",21-Jun-10,I have been working at Roche ,"""This is a good place to start a career...""",4
Roche,,Intern ,"Pleasanton, CA","Great company, people are extremely friendly.","Tedious work, can get boring at times.",21-Jun-10,I have been working at Roche ,"""Intern""",4
Roche,,Research Associate ,"Palo Alto, CA",I came to Roche shortly after graduating from college and I am very happy with my experience here. I have learned a great deal from my colleagues and have been fortunate to have a great manager and group. Our site is shutting down at the end if the summer so I will be looking for opportunities elsewhere but I would gladly work for Roche again.,"Although they claim to have calibration meetings during performance reviews to ensure everyone is treated equally when it comes to reviews and promotions the truth is that everyone is not always held to the same standards. At times, people could be getting promotions doing the bare minimum in some groups while others work hard only to be denied a promotion.",8-Jun-10,I have been working at Roche ,"""Enjoyed my time at Roche""",4
Roche,,Customer Care Specialist ,"Indianapolis, IN","lots of room for growth, highly respected and reputable company, great communication from management, promote from within, good pay if you're in the right department","takes lots of time to grow within the company, pay could be better, sales opportunities are far and few between (if looking to get into sales)",25-Apr-10,I have been working at Roche ,"""Great Company""",5
Roche,,Engineer ,"Tucson, AZ","Cancer research  is great for people fighting cancer, they work to improve patients life",The management chain of command has issues,29-Apr-10,I worked at Roche ,"""disappoved""",2
Roche,,Research Associate III ,"Palo Alto, CA","Great benefits (maternity leave, vacation, retirement plan) package.  A good place to learn new skills, a lot of knowledge in R&D.  Beautiful campus.","Unfair promotions (or luck there off), very low salary increase even to the best performers.  Poor dissemination of important information from the top down.  Very political in some departments.",5-Apr-10,I worked at Roche ,"""Overall is a great place, but depends on departmental politics.""",3
Roche,, ,"Nutley, NJ",Smart people.  Great place to work and salaries are very competetive.,Roche - Genentech Merger has ruined it all for most of us.,17-Feb-10,I have been working at Roche ,"""Used to be a great place""",3
Roche,, ,"Madison, WI",The people in general are great. The R&D pipeline is fun to be involved with. The benefits package is really good.,Big corporate culture. Start-up flavor lost. Moves with the agility of the USS Arizona. Technology may be losing its market luster a bit. Work harder! Vacation time is a mega downer.,14-Jan-10,I have been working at Roche ,"""Good place to work. Just not perfect.""",4
Roche,,Engineer ,"Indianapolis, IN","Good pay, hours and time off",It is not a corporate headquarter.,8-Dec-09,I worked at Roche ,"""Nice job in Indianapolis""",4
Roche,,Customer Service Associate ,,"Management is very concerned with employee personal and career development.  They take time each month to discuss your career goals, and give you advice on how to reach them.  They also proactively make connections with people in those fields to try and give you exposure.","As a customer service associate, the job becomes very repetitive when you are on the phone for 8 hours straight.",18-Nov-09,I worked at Roche ,"""Great Company""",5
Roche,, ,,Very supportive of young engineers that want to learn all aspects of the business.  Provided a great co-op experience overall.,"Roche Carolina is in the very small town of Florence, SC.  You have to head out of town to find appropriate social atmosphere for younger generations.",23-Sep-09,I worked at Roche ,"""Roche Carolina - Great Company, Less than exciting City""",4
Roche,, ,,"Products that help people's lives (you want your family, or family doctor, to use them)
Brand recognition (mostly from pharma and the retail glucose monitors)
Public company with the ability to make long-term investments (a rarity these days)","Constant change over the 18 months
Lack of trust in the direction current senior leadership is taking the company
Very top-down driven culture with rules that are changing almost daily",15-Jul-09,I have been working at Roche ,"""Roche Diagnostics""",2
Roche,,Research Scientist ,,"Roche is relatively stable for the next few years (no major patent expiration looming), so there is some degree of job security.",There are so many changes going on that are creating an uncertain environment at Palo Alto as well as Genetech.,10-Jul-09,I have been working at Roche ,"""Too many changes going on""",3
Roche,,Director ,"Pleasanton, CA","Large company with a diversity of opportunities.  International exposure.  Nice coworkers who are, on the whole, capable and dedicated.","Hierarchial, autocratic management in some cases.  Old style command and control behavior which uses power to try to intimidate by keeping people in the dark and off base.  Bureaucratic and slow to move.  It can be very tedious and require a lot of patience to get anything accomplished.  Culturally the company can be very rigid.",15-May-09,I worked at Roche ,"""Lot's of opportunities if you can handle the management style""",2
Roche,,Account Manager ,"Saint Louis, MO","Pay and benefits.  Multiple opportunities to stay within the Diagnostics division, in the field as a sales representative.  Incentives for field employees to move to Indianapolis and take other positions in Training, Marketing and other key departments.  Typically paid an average of their sales salary, including bonuses, incentives and commissions, for the first 3? years.","While working there, I saw that the team selling approach was not effective. It's no longer in place. Claims of being ""family friendly"" and giving employees a ""work/life"" balance were never put into practice.  HR department not responsive and more concerned with protecting the company interests than a focus on ""human resources"", and treating employees as such.  Policies were not applied across the board.  Behind the times in expense reporting, CRM databases and CBT, which resulted in inefficiencies.  Training of sales reps lacking in substance.",4-May-09,I worked at Roche ,"""Do your homework before making a decision about this company.""",2
Roche,,Consultant ,"Indianapolis, IN",Good place to be stagnate. If you like doing just operational type of work this is the place for you.,No upward mobility. If you are not a member of the EU you are looked down on.,12-Apr-09,I worked at Roche ,"""No longer what it use to be""",2
Roche,, ,"Indianapolis, IN","The quality and integrity of the colleagues that you work with.  Many people have been with the company for a long time - look in the parking lot at all of the 25 year signs, this is a tribute to the loyalty to the company.  These people hold knowledge and experience that cannot be replaced with a few weeks of training.
Having the opportunity to work with new and innovative products, to be able to move to different divisions and learn new processes and businesses - was encouraged.  You are able to grow in your position by taking on new projects or moving on to other areas, such as moving between sales and marketing, from service to sales.  People who were achievers in one area were given an opportunity to move to other areas, such as moving from customer service management to technical service management.  The change and diversity of ideas seemed to add positive energy.","Being an American, it is always difficult working for a company that although it recognizes the US as the largest market for selling its products, does not respect our marketing or marketing research.  Working for this Swiss-German owned company, the US group is treated like a distributor, that because of our size they have to put up with.  When products are not designed to specifications as originally agreed upon, well the rest of the world doesn't need that feature, so why does the US?  If there is a product problem, it is always because the US customer did not use it correctly.  If a launch date is delayed by Germany, it is ok, but if US sales are below plan due to that product not being available, too bad!

As a product manager - middle manager, you had to make every effort to get along with your global counter parts, who at the middle level were decent folks, but had little leverage.  But they might be able to help with back orders or push for one specification over another.  There were a lot of politics and you had to be involved enough to know channels on both sides of the ocean.

Concerning the 300 R& D employees who lost their jobs because their jobs would be hired in Germany - Fishers, IN should raise the taxes that Roche pays locally.  Then Roche laid off 250 more people in 2008 from Indianapolis, many who had been with the company over 15 years.  Tillman made it clear in company townhall meetings that these layoffs were because the company needed more profit out the Indianapolis corporation.",23-Mar-09,I worked at Roche ,"""Can You Still Trust Roche? Asked a Once Loyal Customer""",4
Roche,,Research Associate ,"Palo Alto, CA","Great campus to work at.  Gardens and trees are always maintained.  Good perks such as cafeteria and fitness classes available.   Collegues are friendly and willingly to help anyone when needed.  The company encourages learning by offering seminars and classes to all employees.  It's kind of a semi academic culture, where most everyone is well respected.  Definitely not a cut throat company.  Collegues will offer advice when needed.",Palo Alto site is closing.  Company is losing plenty of talent due to their Genentech offer.,11-Mar-09,I have been working at Roche ,"""Palo Alto Roche departs""",4
Roche,,Manager ,,"Large company with lots of resources and interesting projects.  Multiple sites and multiple divisions with interesting people working on a variety of problems through discovery and development.  Generally good benefits, pension, and working atmosphere.  Ability to interact with colleagues in multiple countries and ability to potentially have multiple careers within one company.  Ability to attract and review vendors.",Management hierarchy based on politics on not on ability or merit.  Too many meetings and yet too many groups not coordinated in efforts.  The management does not match the talent of the people who work there.  Cutural divide between headquarters in Basel and other sites.,8-Mar-09,I have been working at Roche ,"""Interesting work but be prepared to deal with politics""",2
Roche,,Account Manager ,,"Long-term company strategy is on the mark towards personalized medicine.  The company has deep pockets.  The fact that the company is semi-privately held really allows Roche to focus on long-term results.  Roche is in this business for the long-haul, not to appease Wall Street analyst's quarterly expectations.","The fact that they completely bungled getting Mircera to market, and now Actemra is significantly delayed.  The entire biotech/pharma industry is in for a change with the new presidential administration and congress.  Much uncertainty around the impending Genentech acquisition.  Even though Roche is buying Genentech, it certainly feels like the new organization is going to be more like Genentech than Roche. (Wanting to preserve Genentech culture....moving commercial operations from NJ to Sout San Francisco).",18-Feb-09,I have been working at Roche ,"""Tread Carefully""",4
Roche,,Senior Chemical Operator ,"Boulder, CO","Management is working hard to get outside business so that we can be self sufficient.  With all that is going on in the world, I am not only thankful to have a job, but thankful to have health insurance and work for a company that is growing, not just surviving or on the downward slide.",We work 12 hours shifts and every other weekend.  So the days get long and I don't like working on the weekends.  Alot of things are based on senority which I think is kind of out of date.,14-Feb-09,I have been working at Roche ,"""Roche Colorado Corperation""",4
Roche,,Senior Regulatory Consultant ,"Fishers, IN","The pay is good and the company is usually sound. There is opportunity for advancement and you  are clearly expected to gain experience and climb the corporate ladder. ""Dead weight"" seems to get cut when the inevitable lay-offs occur, which in my experience has been every 3 years or so. As big pharma companies go, Roche is ethical and patient safety is a big issue. 
Work life balance is also encouraged, but I find it ironic that when you drive by late at night or on a weekend, it's not management's Mercedes or BMW's in the parking lot, it's the rank and file.","Corporate bureaucracy is a huge problem. It's like working for the federal government. Roche is so big and there are so many different division and acquisitions, communication is horrible and efficiency is effected. It can take days just to get a simple computer issue solved.",9-Feb-09,I have been working at Roche ,"""Great for big pharma""",4
Roche,,Line Manager ,"Nutley, NJ","Many interesting projects across all departments in Roche
Good job opportunities globally.  Very good expat opportunities for those who are interested.
Growing company with successful products both in Pharma and Diagnostics.
Global focus on many projects that makes them challenging and interesting at the same time.
Market leader in oncology drug development and sales.  Growing their franchise in RA.
Solid financial position relative to other pharmaceutical companies that should continue in the future.
Relatively good personal working environment at most sites","Lower salary than my peers in other companies
Typical large company bureaucracy
Technologically they are behind other companies in support of employee productivity",28-Jan-09,I have been working at Roche ,"""Successful Pharma with many opportunities""",4
Roche,,Sales Representative ,"Indianapolis, IN","If you work at their corporate headquarters, then it's a phenomenal company for which to work; however, outside field sales, I think they're lacking in quality in their senior management.","Outside field sales, I think they're lacking in quality in their senior management.",25-Jan-09,I worked at Roche ,"""Great company to work for if you're working at the corporate office and not in the field.""",3
Roche,, ,"Tucson, AZ","opportunity, now under Roche Management, ever changing challenging environment",Isolated corporate headquarters. Rapid growth has lead to some confusion of direction,7-Jan-09,I have been working at Roche ,"""Ventana medical is a good opportunity for the ambitious and flexible hard working individuals""",4
Roche,,National Account Manager ,"Indianapolis, IN",Flexiblity in getting work done.  Good people to work with but senior management is not in touch with realtiy or the market.,Management is down right stupid.  Bad decisions.  They only want profit and don't care about building share.  Bonuses are share based.,4-Jan-09,I have been working at Roche ,"""Michael is doing great.  Luc is doing awful!!  Diabetes care is going down the tubes.""",3
Roche,,Scientist ,"Oro Valley, AZ","A strong culture of accountability and ownership exists at Ventana Medical Systems. Speaking up and making suggestions are encouraged and rewarded. With the recent acquisition by Roche there was some anxiousness about what the future would hold for us, but almost a year latter is seems apparent that Roche likes what we do and is taking a more hands off approach to our business. I have regular and frequent access to my manager and can express concerns or ask questions as they arise.

Combined with all this, the other people I work with enjoy being there too, so I look forward to going to work each day.",I have no major complaints with working at Ventana. The compensation package is fair and the environment is great.,27-Dec-08,I have been working at Roche ,"""Come work for a growing company that is making a difference in cancer diagnostics""",4
Roche,,Compliance Manager ,"Palo Alto, CA","Roche is a global company with a great deal of diversity and a real cosmopolitan feel.  The company consists of many acquisitions of smaller companies, and although the acquired companies would probably prefer to preserve their autonomy, Roche makes an effort to globalize the various components and look for synergies that make sense from a business perspective, as well as offer greater efficiency.  Their benefits are great and there are many opportunities for advancement at the middle management level.  The company is highly ethical and concerned about sustainability, as evidenced by their environmental programs and comprehensive sustainability reporting.  They are also extremely supportive of education and personal development.","The biggest drawback is that they are closing this particular site in the next year!  However, there are other opportunities that have been created at other sites around the world.",22-Dec-08,I have been working at Roche ,"""Best place to work....if you are looking for a short term assignment!""",4
Roche,, ,"Palo Alto, CA","The people.  I have found almost 100% of the people that I have contact with are great people. This includes those in other divisions and locations. The work enviornment is also easy to operate in. They try to boost morale as much as possible. They still offer a company pension,",Currently not knowing when our jobs will be ending. Until the purchase of Genentech is complete it is hard to throw yourself in work 100%.  It has been a great run but we need to know when it is ending.,19-Nov-08,I have been working at Roche ,"""Palo Alto has been a great place.""",4
Roche,,Statistical Programmer ,"Nutley, NJ","exciting products, challenging project work. A company with a very good growth rate..looks promising for future career growth. Lot of products in pipeline ensuring job stability. company has been around for a long time so well set processes.teams are very competent.. senior management is very good at taking note of good work, encouraging fresh ideas. Overall a great work environment. benefits are very good especially for those with kids and families. Employee retention is high",politics between departments can sometimes hamper work. Bureaucracy is high and sometimes its tough to make long term employees to accept newer ways of doing things.,1-Nov-08,I worked at Roche ,"""Great company .to work for""",5
Roche,,Sales ,"Nutley, NJ","Autonomy, Good Benefits, Decent Salary, Longevity of company, company car, well established in specific disease states (infectious diseases, HIV, oncology), a global company that has leverage in the world.","Very political, old boy network, morale is terrible and upper management breeds a work atmosphere of fear and intolerance.The company is outdated in its leadership style.  It's uninspiring, using old leadership and management techniques, probably due to the fact that Roche Global is a family owned company and runs alot like the catholic church: very hierarchical.  Consequently it all runs down hill: fear, intolerance, paternalistic, narrow minded towards ethnic and diverse peoples, and one gets prompted based not on skill sets and ability but rather who knows who.",25-Nov-08,I worked at Roche ,"""Fear and intolerance reign at Roche""",1
Roche,,Senior Scientist ,"Branchburg, NJ","Wonderful friendships established. The people are what keep you motivated and make the day go by!
Job stability. No layoffs since hired.","Management very secretive about promotions and changes in staffing
Little prospects for promotion
Benefits package is subpar. 80/20 payment, high out of cost expenses for expectant parents
Permananent employees grossly underpaid. Company also relies heavily on temps to cut costs.Temps take a long time to be hired as permanent",23-Oct-08,I have been working at Roche ,"""good place to start out but don't stay for more than a year or two""",2
Roche,,Director ,"Nutley, NJ","Stable job, company has been around for a long time.","People stay years and years, move up bcos of seniority.  Nothing to do with capability.",17-Oct-08,I have been working at Roche ,"""Senseless Heirarchy""",2
Roche,,Analyst ,"Nutley, NJ","Sense of purpose in working for a company that develops medicines that help people, opportunities to develop different skills, good benefits, enjoy co-workers who for the most part are motivated and engaged in their jobs.","Very conservative culture that doesn't encourage risk-taking, don't think management overall has progressive flexible work-life policies, management seems out of touch with needs and desires of workforce, technology not cutting-edge.",17-Oct-08,I have been working at Roche ,"""Hoffmann-La Roche is a decent place to work""",4
Roche,, ,"Palo Alto, CA",Compensation!  It is a big company and has name recognition.   Palo Alto has a really nice campus.,"Unfair/unbalance workload (Depends on the group you are in). Do not have realistic timelines on projects.  People are expected to work overtime all the time.    At the same time, some other group has no timeline and layback.    People get penalized for working hard while some people are getting free rides all the time.",13-Oct-08,I worked at Roche ,"""Great compensation and low morale.""",2
Roche,,Research Scientist ,"Palo Alto, CA",Great network of scientists who in general are dedicated.  Diverse cultural background of employees and interests.  Great to be in the Bay Area close to many biotech and technology firms.  Many interesting scientific and clinical problems with fairly good resources to explore solutions.  Employees are generally happy and non-toxic and there is general cooperation.,"Has some long time employees that are in positions of power and not competent or innovative.  Basel in particular is a very non-productive, slow, and bureaucratic in their approaches.  Very poor mechanisms to deal with bad senior management.  Conflict is kept hidden and many back-room deals and negotiations.",2-Oct-08,I have been working at Roche ,"""Many resources and interesting work.  Large company bureacracy is an issue.""",3
